srcStateName,srcYear,Budget type,Total expenditure,Developmental expenditure,Social services,"Education, sports, art and culture",Medical and public health,Family welfare,Water supply and sanitation,Housing,Urban development,"Welfare of scheduled caste, scheduled tribes and other backward classes",Labour and labour welfare,Social security and welfare,Nutrition,Relief on account of natural calamities,Other social services,Economic services,Agriculture and allied activities,Crop husbandry,Soil and water conservation,Animal husbandry,Dairy development,Fisheries,Forestry and wild life,Plantations,Food storage and Warehousing,Agricultural research and education,Agricultural finance institutions,Cooperation,Other agricultural programmes,Rural development,Special area programmes,Irrigation and flood control,Major and medium irrigation,Minor irrigation,Flood control and drainage,Energy,Power,Industry and minerals,Village and small industries,Industries,Other industries,Transport and communications,Roads and bridges,Others means of transport and communications,"Science, technology and environment",General economic services,Secretariat services under General economic services,Tourism,Civil supplies,Others general economic services,Non developmental expenditure,Organs of state,Fiscal services,Collection of taxes and duties,Other fiscal services,Interest payments and services of debt,Appropriation for reduction or avoidance of debt,Interest payments,Interest on loans from the centre,Interest on internal debt,Interest on market loans,Interest on National Food Security Food (NSSF),"Interest on small savings, provident funds, etc",Other interests on internal debt,Administrative services,Secretariat services under Administrative services ,District administration,Police,Public works,Other administrative services,Pensions,Miscellaneous general services,Payment on account of state lotteries,Grants-in-aid and contributions,Compensation and assignments to local bodies and Panchayati Raj Institutions,"Transfers to road fund, education cess fund, etc",Reserve with finance department
JHARKHAND,2022-23,Budget Estimates,7627330.4,5204204.5,3046276.9,1309105.5,516578.9,545.9,60036.6,2000.0,205118.8,162116.5,50574.7,481893.1,89179.9,149684.2,19442.8,2157927.7,432270.9,243125.6,1148.5,27362.9,12472.7,14377.5,101432.2,,,20148.0,,11901.9,301.6,967794.1,,48597.5,38395.3,10177.2,25.0,332408.2,312408.2,39043.4,9005.1,30038.2,,72261.6,54008.9,18252.7,,265552.2,7011.6,7170.3,248070.2,3300.1,2423110.8,96276.2,70892.2,70638.7,253.5,720656.8,54500.0,666156.8,8991.6,607884.2,445030.0,57821.0,26500.0,22781.0,729197.6,13654.5,44688.0,602921.8,16277.1,51656.2,804538.0,1550.0,,15.0,10.0,,
TELANGANA,2022-23,Budget Estimates,18927481.9,14553454.1,9348924.7,1586507.0,585377.6,206689.1,157339.2,1200793.3,647187.1,3019610.3,21309.8,1420261.4,375739.0,63616.7,64494.2,5204529.5,2697422.9,1931906.6,8963.4,163186.9,,6859.1,119491.5,,800.3,52266.4,,12956.6,400992.0,578738.5,,98756.4,93198.3,3712.0,,1062469.6,1061165.0,285074.9,111445.4,171659.5,1970.0,350294.0,261757.0,88537.0,1735.1,130038.2,33754.6,76982.8,8684.9,10615.8,4373017.7,133771.0,134402.9,134402.9,,1892188.1,1000.0,1891188.1,8382.5,1807778.6,1627462.8,62895.0,75027.0,,1074128.3,78336.2,128132.3,754903.7,32690.5,80065.6,1138459.3,68.1,,1010.0,1010.0,,
KARNATAKA,2022-23,Revised Estimates,21835607.5,13904405.5,8342976.6,3191988.5,1139982.3,94750.5,434798.9,362473.8,324973.8,894887.8,73393.1,1240822.7,196639.1,296085.1,92181.2,5561428.9,1517197.0,545156.5,37652.0,124724.8,120700.0,18025.9,156968.1,,292541.6,72703.5,,143266.7,5458.0,1122572.8,21501.4,195885.0,156147.7,31690.9,292.0,1410480.7,1409480.7,150493.6,113295.0,37198.6,,608243.7,241658.5,366585.3,3337.4,531717.4,42170.7,18052.5,4103.3,467391.0,7289304.0,264165.7,260265.0,258931.3,1333.8,3139460.6,200000.0,2939460.6,45507.0,2571810.0,2422637.6,116299.0,318370.0,3773.5,1170467.8,30145.3,65671.5,837949.1,93798.0,142904.0,2407777.1,47167.8,,641897.9,641897.9,,
KERALA,2022-23,Budget Estimates,15706589.6,7374151.5,5489885.4,2499450.7,915269.5,55159.5,44008.9,8999.2,170427.5,307195.4,123334.7,1297781.9,84.1,45500.0,22674.0,1884266.1,717384.2,139188.7,12354.0,83671.6,16366.6,41744.4,70993.5,100.0,186186.2,65801.6,,44831.2,56146.4,513848.6,22500.0,61927.0,32402.5,22981.5,6543.0,42785.4,37154.0,66041.3,51545.1,10546.2,3950.0,351688.1,330082.0,21606.1,22595.5,85496.0,28837.5,24315.8,6690.2,25652.5,7227071.8,138357.0,234049.2,210298.4,23750.7,2596586.1,,2596586.1,28060.5,1744548.3,1501154.6,211738.9,823977.4,,716203.7,30893.6,57267.2,451955.8,20562.4,155524.7,2683403.2,858472.6,832501.8,1105366.3,1105366.3,,
MADHYA PRADESH,2022-23,Revised Estimates,20246784.2,13384959.1,8263772.9,3500814.6,1149174.0,59457.4,78574.9,1059423.3,473635.1,620970.8,141521.2,839909.5,127225.0,143345.1,69721.9,5121186.2,1410851.2,773518.2,8103.2,133581.4,,20281.9,174156.3,,201638.3,17196.0,,82376.0,,930364.8,,166107.7,142197.3,22958.5,,2030587.6,2025592.2,356641.7,61782.1,294859.5,,177231.3,175571.3,1660.0,15539.1,33862.9,4505.6,11665.3,,17691.9,5986152.0,235197.2,392537.4,392275.7,261.6,2063578.1,,2063578.1,85911.0,1795259.8,1317507.2,278505.0,150397.3,32010.0,1154704.4,32884.1,108910.0,789407.7,20240.7,203262.0,2133957.7,6177.2,,875673.1,875673.1,,
MAHARASHTRA,2022-23,Budget Estimates,42778012.1,25534609.7,18282379.2,7991317.3,1845934.6,146141.3,1378509.0,1106418.5,1722036.6,2151827.9,227179.8,605715.8,360841.0,679745.8,66711.6,7252230.5,2184028.7,898597.1,55637.0,177502.3,45695.1,30306.4,339974.1,,322975.4,175871.5,,117508.9,19961.1,1702856.5,141.9,274718.7,184790.1,85105.9,2407.3,911538.7,844104.7,442117.6,127753.5,314364.1,,1149885.8,776935.7,372950.1,98168.9,488773.8,256913.3,214006.5,,17854.0,14424718.7,424738.2,421408.2,421408.2,,4826322.6,150000.0,4676322.6,60988.6,3915539.8,3300000.0,423238.6,674509.4,25284.8,4168096.5,129073.7,1049170.4,2391558.6,236527.0,361766.8,4551174.7,32978.5,8472.0,2818683.8,2818683.8,,
MANIPUR,2022-23,Revised Estimates,1959370.9,1180898.7,634684.7,254546.5,139132.7,8560.2,16823.0,1125.7,34940.9,36467.9,8152.8,104977.2,17961.2,10107.4,1889.4,546213.9,106333.0,39158.8,5216.1,15441.0,246.8,6101.7,19423.7,9.0,16132.4,539.1,,4063.1,1.4,319673.1,7948.0,7733.1,4517.5,1229.5,1467.5,51493.8,50533.8,16591.4,13631.8,2854.8,104.8,9880.1,9880.1,,8413.3,18148.1,9597.8,4863.3,,3687.0,726565.3,41321.3,8806.3,8768.9,37.4,98118.3,10000.0,88118.2,1498.1,75201.8,62300.0,5415.0,11392.4,26.0,259414.1,10362.7,8266.2,216162.6,3262.2,21360.4,318897.3,8.1,8.1,51906.9,51906.9,,
MEGHALAYA,2022-23,Budget Estimates,1537552.8,1032682.8,585401.1,270705.8,147421.2,8371.0,33048.6,11717.1,15904.7,17384.0,10740.7,38214.8,19877.1,7872.3,4143.7,447281.7,105182.0,22175.4,20910.5,16061.1,1772.5,5558.7,25201.0,,,3363.6,,2980.3,7158.9,126559.8,6374.7,6709.8,12.0,6456.3,241.5,45318.2,44785.3,25012.5,10829.0,14183.5,,33082.2,33082.2,,75.3,98967.3,87192.1,3631.0,5038.5,3105.6,504870.0,38394.1,13529.1,13449.2,80.0,117664.2,6643.7,111020.5,1780.9,89194.6,80211.1,4543.0,18940.0,1105.0,187006.1,11600.3,6184.0,112598.1,26492.1,30131.6,146900.0,1376.5,162.6,,,,
NAGALAND,2022-23,Budget Estimates,1439893.3,761376.0,391313.2,214886.7,84013.1,5400.0,12144.4,3895.7,10947.2,4860.0,7889.0,23101.9,9907.1,6245.0,8023.3,370062.8,93423.4,49823.6,8181.3,11720.0,,3254.4,12021.8,,4346.7,1719.2,,2356.5,,101034.8,13624.2,3983.9,,3983.9,,65313.1,64700.8,14495.3,10745.6,3749.6,,50168.2,40971.2,9197.0,1277.6,26742.4,18584.9,1950.0,,6207.5,678517.3,14485.9,9907.3,9899.3,,120326.4,17500.0,102826.4,846.6,90834.9,82183.2,1075.0,11145.0,,274396.5,18321.0,20316.2,186101.1,21134.8,28523.4,258770.5,630.7,371.8,,,,
ODISHA,2022-23,Revised Estimates,14603890.6,9683667.8,6098898.1,2398185.3,1023814.9,71374.7,692606.3,42847.9,353014.1,318157.9,25463.2,670361.7,131043.8,329596.0,42432.2,3584769.8,1155212.2,590380.2,52335.5,79543.1,3265.3,38283.9,122598.9,,132149.7,38007.8,,97688.0,959.8,1335305.4,53343.1,320451.3,91560.5,182912.8,20884.0,7865.4,1908.8,220112.2,65140.8,49708.8,105262.6,310235.3,297038.1,13197.2,25051.0,157194.0,123022.8,20283.7,2574.7,11312.9,4761438.9,141880.4,139397.1,138625.1,,699646.0,,699646.0,27342.0,399125.0,223549.1,62417.9,273172.1,7.0,807791.4,61782.8,29806.4,438827.1,152042.9,125332.2,1597628.0,1375096.0,,158783.8,158783.8,,
SIKKIM,2022-23,Budget Estimates,835476.7,518369.2,320753.9,142291.0,56192.6,2111.8,8941.3,11630.5,7836.1,46452.7,1501.3,19384.4,4270.7,14614.0,5527.7,197615.2,72715.5,30804.3,3851.0,7192.3,1056.7,3932.7,17056.8,801.5,2907.6,,,2172.5,2940.0,25451.0,221.0,3346.2,,2846.2,500.0,39787.7,39547.8,7979.3,5335.8,2643.6,,37838.7,29956.2,7882.5,1846.6,8429.3,763.5,5498.4,293.4,1874.0,304319.5,14538.4,7968.6,7968.6,,74745.2,1500.0,73245.2,744.1,62621.1,60278.7,1042.7,8680.0,1200.0,88699.3,10548.2,4119.0,54746.1,4762.3,14523.8,111996.5,6371.5,309.8,12788.1,12788.1,,
TAMIL NADU,2022-23,Revised Estimates,27613568.2,15561921.0,8686909.3,4266469.3,1332615.7,316267.6,45279.6,234359.4,234889.6,378430.3,76759.0,1217073.8,446131.4,63688.2,74945.6,6875011.7,2217590.6,1392763.7,10200.8,86931.7,7867.3,85802.0,59868.2,,10123.3,105239.9,,432718.7,26075.0,788581.1,587.0,226607.3,192525.1,16168.1,17914.1,1758687.2,1758561.8,362845.5,178981.3,183864.1,,292789.5,100701.5,192088.0,5815.0,1221508.5,11726.6,3695.7,1171777.2,34309.0,9939000.8,199508.1,170764.9,169810.1,954.8,4752754.2,63200.0,4689554.2,62437.8,3917047.2,3640277.1,135835.8,683207.2,26862.1,1482469.4,45216.6,179309.8,974937.9,86844.7,196160.4,3195028.6,138475.6,,2112646.4,2112646.4,,
UTTARAKHAND,2023-24,Budget Estimates,5274771.0,2984631.6,2061485.7,1023810.5,379222.3,19307.5,62092.1,3340.0,54386.0,33017.2,29490.0,309393.9,,133311.7,14114.7,923145.9,393512.5,166884.7,,39010.4,13462.0,5789.3,103274.5,,20040.3,29633.1,,15418.2,,287559.3,,60085.3,53362.2,4823.2,1900.0,4430.7,32.4,30842.1,26158.1,4684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIPURA,2022-23,Revised Estimates,2078677.7,1270300.5,945769.0,271778.0,91706.3,42894.6,23742.0,221673.9,41641.3,66212.0,5386.8,147921.9,17252.3,8924.2,6635.8,324531.5,105621.0,44237.6,3468.1,14197.5,200.0,6920.8,28778.4,,3981.4,831.0,,3006.3,,129572.6,1325.1,9085.4,60.0,5575.4,3450.0,12367.5,12367.5,10631.5,7956.0,2585.5,90.0,36881.2,29812.5,7068.7,1114.6,17932.6,4678.7,1448.1,9403.8,2402.1,775372.2,30876.5,8639.1,8197.3,441.8,170360.8,25000.0,145360.8,1082.7,101250.0,85000.0,10000.0,41704.5,1323.6,268065.4,11622.5,12707.8,182097.3,35495.8,26141.9,296920.0,510.4,0.2,33005.0,33005.0,,
UTTARAKHAND,2022-23,Budget Estimates,4901330.8,2822357.8,2063358.6,1034518.8,388181.7,14448.3,53644.7,1296.3,39186.6,32685.4,39067.8,307154.6,,140313.6,12861.0,758999.1,350655.0,156811.8,,37783.3,9591.7,4622.5,87991.6,,13789.5,26659.8,,13404.9,,226568.4,,57981.8,51556.4,4525.4,1900.0,4014.2,52.4,26870.4,23652.9,3217.5,,57728.1,43100.0,14628.1,8936.7,26244.6,2198.3,13989.3,6462.5,3594.5,1797763.7,57344.5,48800.6,48282.3,518.3,626784.6,25000.0,601784.6,6500.0,492976.8,390874.8,70000.0,72250.0,30057.8,394523.8,35175.6,23399.0,229623.9,56288.5,50036.8,670310.2,,,281209.3,281209.3,,
UTTAR PRADESH,2022-23,Revised Estimates,42490926.8,25291209.0,15915016.0,6152341.3,1550755.2,1495906.6,199259.2,59566.1,2556448.0,513241.7,157585.5,2689359.0,,375775.6,164777.9,9376193.1,1390477.6,723015.6,146589.8,215083.7,13914.7,39761.5,91950.1,860.7,36783.8,29943.4,,88607.6,3966.8,1977566.2,7784.2,1216869.6,677349.1,440568.0,40650.0,2832306.6,2788559.9,715513.9,138688.4,521494.2,55331.3,614534.6,567389.0,47145.6,8609.0,612531.5,19150.0,13576.9,559455.9,20348.7,15399715.8,539408.5,495555.4,492904.1,2651.3,4786549.6,210000.0,4576549.6,38156.3,3963723.7,3118741.4,386106.8,571503.3,3166.3,3496257.1,84756.4,117550.4,2412980.1,278055.0,602915.3,5957731.2,124214.1,,1800002.0,1800002.0,,
DELHI,2022-23,Budget Estimates,5368735.0,4210872.5,3202664.2,1369127.3,735426.0,16715.0,355664.0,15277.0,105426.5,52231.4,23521.8,435751.1,1002.0,39456.0,53066.2,1008208.3,24726.2,9038.1,61.0,4937.1,1400.0,139.0,6527.7,,,420.8,,1948.5,254.0,2642.3,,24833.0,,2499.0,22334.0,328777.0,327927.0,23692.0,8642.0,15050.0,,498753.0,52500.0,446253.0,12147.0,92637.8,2715.5,60402.0,23815.0,5705.3,781489.6,181692.6,50272.1,50260.1,12.0,327136.0,,327136.0,327136.0,,,,,,220583.0,27289.0,26412.5,5986.0,57241.5,103654.0,300.0,1506.0,,376372.9,376372.9,,
PUDUCHERRY,2022-23,Revised Estimates,959872.5,659985.3,380716.1,118051.9,89864.4,1720.5,12163.4,6770.8,45731.1,19197.1,5076.8,73794.3,3891.7,3329.7,1124.3,279269.2,54102.2,9492.0,288.3,6215.2,1101.3,9282.1,933.2,,21470.4,3181.0,,1547.4,591.4,9469.4,2027.0,3208.4,,3104.8,103.6,178784.2,178739.1,12770.1,3837.6,8932.5,,8648.6,5210.5,3438.1,402.5,9856.8,2641.4,1919.0,4603.4,693.0,299887.3,7458.7,7556.0,7556.0,,88751.0,8300.0,80451.0,9890.0,59436.0,59436.0,,5600.0,5525.0,61723.2,4181.4,791.5,31180.7,13859.8,11709.8,134025.0,373.3,,,,,
NAGALAND,2022-23,Accounts,1341035.9,658965.7,374612.6,208904.2,74940.4,4221.7,10658.0,7376.5,8105.9,6373.4,4375.5,17507.0,11902.6,15302.7,4944.7,284353.1,78215.4,31850.6,5440.8,10064.3,22.2,3662.4,12658.4,,11090.2,1180.8,,2245.6,,53348.3,1822.5,3669.4,,3669.4,,76381.1,75786.3,15388.8,11479.2,3909.6,,38231.9,28995.7,9236.2,1690.4,15605.5,6580.8,2459.2,,6565.4,682070.2,19448.4,9339.0,9329.0,10.0,99322.7,,99322.7,770.8,87592.2,81037.1,895.5,10959.6,,271241.4,21196.2,18291.9,183845.1,20484.2,27424.1,281916.3,802.3,,,,,
WEST BENGAL,2022-23,Budget Estimates,22632668.1,14700048.4,10834038.2,4230277.8,1391614.4,160630.2,115328.8,22757.4,755824.7,498193.6,31539.3,3272320.9,120696.6,142309.9,92544.6,3866010.3,1136281.3,805484.6,19384.6,85341.7,12348.2,32936.2,75574.1,,25427.9,24888.6,,37156.5,17739.0,1952662.3,151013.5,146402.8,39671.9,52381.8,54349.2,101529.5,93287.0,98007.3,63868.9,34138.4,,201002.3,131755.9,69246.4,14654.3,64457.0,19681.0,18638.7,19099.1,7038.2,7880931.1,131406.9,160523.7,159702.6,821.0,3931092.3,20000.0,3911092.3,36187.1,3551711.0,3012459.4,490338.7,178143.5,145050.7,1339256.0,78605.1,29421.8,997352.9,80747.0,153129.2,2299774.8,18877.4,5190.2,51688.6,51688.6,,
ANDHRA PRADESH,2022-23,Accounts,20125553.0,13743565.6,8835534.6,2609350.9,798630.5,298596.5,56232.5,835862.5,583618.6,2233461.5,47455.7,301518.4,910803.7,126136.3,33867.7,4908031.0,1116062.0,458539.9,4612.4,81475.7,,20059.2,29668.8,,20563.3,84980.6,,14532.3,401629.9,1097553.5,,72175.3,61992.4,9665.9,,1830046.0,1830046.0,24490.4,9801.6,14688.7,,460484.4,141706.1,318778.3,977.4,306242.1,250489.9,3196.5,40315.5,12240.2,6380014.3,102825.5,97826.5,97826.5,,2549226.8,,2549226.8,49382.1,2367021.2,2151048.6,86302.3,132823.5,,1370225.1,411963.7,128563.9,672022.3,28853.0,128822.2,2258395.6,1514.8,,1973.1,1973.1,,
ARUNACHAL PRADESH,2022-23,Accounts,1741766.8,1221311.6,584423.8,274847.6,145295.0,2767.8,63396.9,4157.2,21370.7,,5868.8,34852.8,4000.0,17844.5,10022.5,636887.8,163368.6,59381.8,10905.4,15134.5,3371.9,5413.1,31313.2,,34561.6,947.8,,1917.4,421.8,109995.5,11394.2,36315.2,,32913.9,3401.3,142530.7,137470.7,14992.0,10128.5,3707.3,1156.1,115745.8,88838.5,26907.4,12404.6,30141.4,12618.6,4681.7,8337.2,4503.9,520455.2,19011.3,6901.8,6609.1,292.7,90571.9,7108.0,83463.9,545.5,60372.6,43213.2,12875.6,22545.9,,237328.8,20209.4,41650.9,119128.6,37098.7,19241.2,166521.5,119.9,,,,,
ASSAM,2022-23,Accounts,10181464.3,6681524.0,5190398.7,1929022.1,593414.5,36972.0,51772.9,1282878.2,255572.3,307636.2,16156.7,463045.9,88846.3,151278.5,13803.0,1491125.3,399709.2,128499.7,13278.4,35044.5,4375.7,11333.4,84463.2,,62444.7,44208.6,,11365.9,4695.2,537564.1,20184.5,134644.2,20634.4,80006.3,33556.5,115153.2,115085.6,101630.1,37102.8,64527.3,,119448.7,92572.7,26876.1,1900.6,60890.8,50599.2,4482.7,40.1,5768.8,3448317.3,69398.6,102968.0,102763.2,204.8,887497.2,200000.0,687497.2,9093.1,589073.8,510524.2,54285.5,89330.3,,677812.8,34794.1,23552.0,482556.6,38948.4,97961.6,1640663.2,69977.6,,51622.9,51622.9,,
BIHAR,2022-23,Accounts,18397621.6,12794692.7,8834847.6,4149470.3,842246.3,96056.4,255172.1,1257493.5,500080.1,286494.0,58476.2,984078.9,181076.3,193939.7,30264.0,3959845.1,456286.3,180588.1,20440.3,39554.4,11498.1,16606.4,56028.8,,43411.7,36147.4,,51684.5,326.6,1331084.1,,129351.2,60255.4,17527.2,49145.3,1274997.7,1270135.7,131360.6,63632.5,67728.1,,471923.2,458372.2,13551.0,225.9,164616.1,13570.0,17123.9,81472.4,52449.8,5602917.4,194493.1,157880.2,157555.3,324.9,1647153.5,128800.0,1518353.5,42326.5,1358847.8,1164532.1,133107.7,116657.0,522.2,1293110.8,35179.6,55323.3,923560.7,63712.8,215334.4,2310786.6,506.7,,11.5,11.5,,
CHHATTISGARH,2022-23,Accounts,8528503.5,6131725.2,3181804.7,1772475.3,562423.8,27004.9,40330.0,124664.7,263997.8,30059.8,24871.8,202463.9,61657.7,31285.2,40569.7,2949920.5,1732936.7,898504.0,11163.3,38770.6,,10236.2,134695.7,,591158.4,19271.0,,27537.4,1600.0,388451.5,,54794.5,47461.1,7333.4,,533711.5,526219.0,98829.2,20862.2,77967.0,,129574.8,125793.2,3781.6,1049.2,10573.3,2335.1,4574.5,,3663.7,2282521.7,68930.1,135122.5,135122.5,,678208.3,40000.0,638208.3,11166.1,522479.3,465650.4,32821.9,55467.7,49095.2,633549.4,49412.1,33812.8,455438.6,48051.0,46834.9,766145.7,565.8,,114256.6,114256.6,,
GOA,2022-23,Accounts,1488363.8,945426.9,533474.6,238343.2,133508.0,1636.2,24035.3,1549.1,13090.6,12672.5,6823.2,90873.6,2176.2,2225.1,6541.7,411952.3,44741.5,12954.9,327.6,6133.0,5944.0,4248.9,8876.4,,3666.3,331.9,,2096.3,162.2,21171.1,904.3,14380.1,5446.4,5447.0,2056.9,275068.0,274414.5,10392.7,2482.5,7438.9,471.3,33126.2,8552.8,24573.4,2943.6,9224.8,330.5,6189.6,1232.1,1472.6,542937.0,19996.8,10040.6,10040.6,,189644.3,8000.0,181644.3,2110.2,154717.6,133984.6,16473.5,17139.1,7677.5,110411.6,7802.0,7762.0,63537.7,11632.2,19677.8,211902.6,941.1,,,,,
GUJARAT,2022-23,Accounts,17954329.0,11779768.0,7512507.0,3219175.0,850149.0,297796.0,75958.0,253566.0,1205104.0,491718.0,123609.0,423792.0,379319.0,155353.0,36968.0,4267261.0,692670.0,194664.0,1278.0,97855.0,6568.0,38457.0,66740.0,,9049.0,90271.0,,187075.0,713.0,695017.0,10403.0,157339.0,52924.0,98393.0,4655.0,1256234.0,1202855.0,442097.0,155909.0,284131.0,2057.0,666506.0,486264.0,180242.0,120204.0,226791.0,20624.0,16063.0,178978.0,11126.0,6126911.0,186611.0,82738.0,82738.0,,2735368.0,200000.0,2535368.0,29958.2,2320541.3,1970868.7,274264.1,71985.6,112882.9,868647.0,55731.0,55408.0,589343.0,41200.0,126965.0,2243520.0,10027.0,,47650.0,47650.0,,
HARYANA,2022-23,Accounts,10640621.2,6433757.4,4368039.9,1803949.7,604438.2,25390.2,224326.3,27007.3,375813.2,55774.7,118321.0,1003580.5,35469.1,68150.4,25819.3,2065717.5,480689.8,224309.3,14355.1,89089.8,43.2,10045.5,36828.6,,34357.1,14288.3,,57201.5,171.5,245935.7,,242533.5,173482.8,696.5,,707220.3,676486.3,68966.8,51294.6,17672.2,,307211.9,65037.3,242174.6,3010.0,10149.6,3563.9,3517.3,24.7,3043.8,4206863.8,137086.6,68936.2,68774.4,161.9,2039557.3,30000.0,2009557.3,7050.6,1817835.9,1480980.7,70747.1,127712.7,56958.1,720832.3,26480.6,29058.3,556894.8,20240.1,88158.4,1240382.8,68.7,,,,,
HIMACHAL PRADESH,2022-23,Accounts,4442525.9,2665590.0,1740848.4,864550.2,253457.7,62688.7,132518.7,11769.5,90513.1,13693.8,38010.9,187055.9,6372.6,68586.0,11631.4,924741.6,294856.6,89638.7,10990.7,44924.1,3520.1,3488.4,70347.3,141.7,37938.0,29164.4,,4703.2,,199962.6,,46257.1,2633.5,43927.6,304.0,110539.9,110019.8,26413.9,20201.4,6212.6,,234106.6,176820.5,57286.0,1282.0,11323.0,3380.3,2736.7,3663.9,1542.1,1776326.7,46584.8,38664.0,38541.5,122.5,482864.0,,482864.0,8146.2,347690.7,267145.7,41797.6,121640.0,5387.2,276012.6,10032.2,28281.9,152546.2,42868.4,42283.9,928386.9,3814.5,,609.2,609.2,,
MEGHALAYA,2022-23,Accounts,1486377.5,977320.4,561208.1,291160.4,138410.8,7041.1,35523.4,19271.7,12165.8,8600.0,5490.1,23249.3,9956.5,4787.0,5551.9,416112.3,88823.1,19132.6,21638.2,17388.6,1469.1,3369.8,17455.6,,,2997.7,,2915.6,2455.9,117372.1,2376.4,7116.7,,6883.1,233.7,29288.1,28396.8,25311.9,9262.3,16049.6,,38708.9,38708.9,,71.6,107043.6,95640.4,2380.2,5839.5,3183.5,509057.1,39515.5,12799.8,12736.3,63.5,110592.4,7740.6,102851.9,1575.7,84968.5,76008.7,4530.6,15992.1,315.5,177288.2,11116.2,6410.1,105246.4,24670.8,29844.7,167250.3,1611.0,,,,,
JAMMU AND KASHMIR,2022-23,Accounts,6299933.5,3183721.7,2298436.9,1142743.8,502788.9,70106.0,174431.8,10516.7,127035.0,9555.0,4808.8,168034.7,41775.9,31101.8,15538.6,885284.8,335543.6,66219.7,5814.2,58836.4,,10789.8,125840.7,,16761.2,40674.9,,7968.7,2638.0,57897.3,,63933.0,7878.4,41316.7,11740.5,276873.7,276873.7,43716.1,32450.6,11265.5,,66601.5,66601.5,,4848.1,35871.6,8860.6,17449.9,,9561.1,3116211.8,40576.9,62163.8,60941.7,1222.1,855273.2,5891.0,849382.2,4633.3,622755.1,386075.3,60758.9,191010.7,30983.2,1043832.6,14103.2,56998.0,820024.2,69211.5,83495.8,1114238.3,127.1,,,,,
JHARKHAND,2022-23,Accounts,6668163.4,4342058.0,2763998.7,1165354.0,465543.4,507.1,31816.7,1909.6,194513.4,244763.5,51499.6,548688.7,35766.6,147.3,23783.2,1578059.3,275799.7,90917.1,1467.9,21170.4,7977.6,11297.3,69873.3,,,24448.0,,48373.2,274.9,623885.3,,37798.6,30512.9,7285.8,,353108.2,323996.2,30953.4,8542.4,22411.0,,54904.8,37698.9,17206.0,,201609.4,49266.1,6452.9,143792.0,2098.4,2326105.5,90364.4,73422.4,73218.9,203.5,673828.8,50000.0,623828.8,12250.3,569060.5,429124.7,57724.2,26040.4,16477.7,707692.5,12188.1,38139.9,593265.9,13559.2,50539.3,780317.2,480.2,,,,,
KARNATAKA,2022-23,Accounts,21558396.4,13810605.6,8101114.1,3126303.9,1036710.2,94167.4,535611.8,374345.0,340321.1,851542.5,63795.7,1129655.8,158161.2,301511.2,88988.2,5709491.5,1621440.6,647855.9,43224.0,119708.1,120151.1,18467.2,146545.2,,305950.4,72751.7,,141978.6,4808.5,1123430.6,21324.9,189055.6,151048.1,30954.6,242.2,1410342.6,1409342.7,157965.9,119814.4,38151.5,,634671.9,266962.3,367709.6,3850.1,547409.3,38258.4,19546.8,3711.2,485893.0,7181604.8,238774.5,243199.5,241981.7,1217.8,3142715.7,300000.0,2842715.7,51674.9,2474265.1,2327273.6,116297.9,312892.7,3883.1,1108643.5,26654.3,58920.1,795615.4,93456.9,133996.8,2401953.8,46317.8,,566186.1,566186.1,,
KERALA,2022-23,Accounts,14195093.7,6255673.0,5027590.6,2203814.6,927089.6,58001.4,24474.0,9245.5,152192.7,238434.1,63406.8,1294059.5,59.0,37231.4,19582.1,1228082.4,553129.8,127623.1,10079.0,68382.6,13213.2,36115.2,60737.3,55.0,142852.7,54360.8,,31771.5,7939.3,195708.3,5022.7,58040.1,29677.6,21931.7,6430.9,38605.3,35928.3,46982.2,36886.6,7335.3,2760.3,247832.9,235536.7,12296.1,13928.4,68832.8,22663.2,20095.0,5745.7,20328.9,6983168.5,135079.1,221484.6,197331.8,24152.8,2517636.3,,2517636.3,27346.9,1665337.1,1426928.5,209205.7,821075.9,3876.5,664740.1,29503.5,54982.4,424157.6,16404.9,139691.7,2609004.4,835224.0,,956252.2,956252.2,,
MADHYA PRADESH,2022-23,Accounts,19989527.9,13721113.5,8208455.5,3266871.9,1181000.6,60222.0,120223.6,1081773.3,551852.8,514386.7,195303.8,852075.5,122920.8,187382.4,74442.2,5512658.0,1320359.9,796748.1,5883.9,109841.0,,12104.6,166622.4,,122596.6,22438.0,,84125.4,,660253.0,,159507.0,137542.8,21246.5,,2715252.5,2713571.4,424057.1,100226.5,323830.6,,180254.7,179616.4,638.3,17685.3,35288.7,3519.2,14347.8,,17421.6,5480664.5,200099.4,369380.7,369151.9,228.8,1945326.8,,1945326.8,100798.6,1706487.8,1275074.8,317691.3,136485.2,1555.3,991463.4,26097.7,94598.5,719673.9,24184.8,126908.6,1969061.2,5332.9,,787749.9,787749.9,,
